Hospital,Description,CPT,Charge
State - Atascadero State Hospital,"Urinalysis, without microscopy",81002,10.2
State - Atascadero State Hospital,"Urinalysis, with microscopy",81001,6.8
State - Atascadero State Hospital,"CT Scan, Abdomen, with contrast",74160,21.88
State - Atascadero State Hospital,"CT Scan, Head or Brain, without contrast",70450,21.88
State - Atascadero State Hospital,"CT Scan, Pelvis, with contrast",72193,21.88
State - Atascadero State Hospital,"Mammography, Screening, Bilateral",77067,33.7
State - Atascadero State Hospital,"MRI, Brain, without contrast, followed by contrast",70553,21.88
State - Atascadero State Hospital,"Ultrasound, Abdomen, Complete",76700,284.44
State - Atascadero State Hospital,"X-Ray, Chest, two views",71046,22.32
State - Atascadero State Hospital,"X-Ray, Lower Back, minimum four views",72110,161.92
State - Atascadero State Hospital,"Echocardiography, Transthoracic, complete",93307,7.88
State - Atascadero State Hospital,"Electrocardiogram, routine, with interpretation and report",93000,63.04
State - Atascadero State Hospital,"Inhalation Treatment, pressurized or nonpressurized",94640,1
State - Atascadero State Hospital,"Physical Therapy, Gait Training",97116,97.72
State - Atascadero State Hospital,"Physical Therapy, Therapeutic Exercise",97110,97.72
State - Atascadero State Hospital,"Physical Therapy, Evaluation",97163,51.16
State - Atascadero State Hospital,"Physical Therapy, Evaluation",97162,51.16
State - Atascadero State Hospital,"Physical Therapy, Evaluation",97161,51.16
State - Atascadero State Hospital,"Ultrasound, OB, 14 weeks or more, transabdominal",76805,284.44
State - Atascadero State Hospital,Thyroid Stimulating Hormone,84443,68
State - Atascadero State Hospital,Partial Thromboplastin Time,85730,23.8
State - Atascadero State Hospital,Lipid Panel,80061,25.5
State - Atascadero State Hospital,Prothrombin Time,85610,18.7
State - Atascadero State Hospital,"Emergency Room Visit, Level 3 (moderate severity)",99283,387.3
State - Atascadero State Hospital,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,464.76
State - Atascadero State Hospital,"Outpatient Visit, established patient, 15 minutes",99213,548.08
State - Atascadero State Hospital,Basic Metabolic Panel,80048,17
State - Atascadero State Hospital,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,542.22
State - Atascadero State Hospital,"Complete Blood Count, automated",85027,18.7
State - Atascadero State Hospital,"Complete Blood Count, with differential WBC, automated",85025,31.96
State - Atascadero State Hospital,Comprehensive Metabolic Panel,80053,34
State - Atascadero State Hospital,"Creatine Kinase (CK), (CPK), Total",82550,27.2
State - Atascadero State Hospital,"Blood Gas Analysis, including 02 saturation",82805,1.7
State - Atascadero State Hospital,"Emergency Room Visit, Level 2 (low to moderate severity)",99282,309.84
State - Coalinga State Hospital,"Physical Therapy, Therapeutic Exercise",97110,97.46
State - Coalinga State Hospital,"MRI, Brain, without contrast, followed by contrast",70553,33.68
State - Coalinga State Hospital,"Ultrasound, Abdomen, Complete",76700,437.84
State - Coalinga State Hospital,"Mammography, Screening, Bilateral",77067,51.87
State - Coalinga State Hospital,"Ultrasound, OB, 14 weeks or more, transabdominal",76805,437.84
State - Coalinga State Hospital,"Electrocardiogram, routine, with interpretation and report",93000,147.6
State - Coalinga State Hospital,"Echocardiography, Transthoracic, complete",93307,18.45
State - Coalinga State Hospital,"X-Ray, Chest, two views",71046,30.31
State - Coalinga State Hospital,"X-Ray, Lower Back, minimum four views",72110,249.23
State - Coalinga State Hospital,"Physical Therapy, Gait Training",97116,97.46
State - Coalinga State Hospital,"CT Scan, Pelvis, with contrast",72193,33.68
State - Coalinga State Hospital,"Complete Blood Count, automated",85027,90.42
State - Coalinga State Hospital,"CT Scan, Abdomen, with contrast",74160,33.68
State - Coalinga State Hospital,"Blood Gas Analysis, including 02 saturation",82805,8.22
State - Coalinga State Hospital,Basic Metabolic Panel,80048,82.2
State - Coalinga State Hospital,"Outpatient Visit, established patient, 15 minutes",99213,267.59
State - Coalinga State Hospital,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,469.26
State - Coalinga State Hospital,"Emergency Room Visit, Level 3 (moderate severity)",99283,391.05
State - Coalinga State Hospital,"Emergency Room Visit, Level 2 (low to moderate severity)",99282,312.84
State - Coalinga State Hospital,Comprehensive Metabolic Panel,80053,164.4
State - Coalinga State Hospital,"Creatine Kinase (CK), (CPK), Total",82550,131.52
State - Coalinga State Hospital,Lipid Panel,80061,123.3
State - Coalinga State Hospital,Partial Thromboplastin Time,85730,115.08
State - Coalinga State Hospital,"Complete Blood Count, with differential WBC, automated",85025,154.54
State - Coalinga State Hospital,Thyroid Stimulating Hormone,84443,328.8
State - Coalinga State Hospital,"Troponin, Quantitative",84484,8.22
State - Coalinga State Hospital,"Urinalysis, without microscopy",81002,49.32
State - Coalinga State Hospital,"Urinalysis, with microscopy",81001,32.88
State - Coalinga State Hospital,"CT Scan, Head or Brain, without contrast",70450,33.68
State - Coalinga State Hospital,Prothrombin Time,85610,90.42
State - Coalinga State Hospital,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,547.47
State - Coalinga State Hospital,"Physical Therapy, Evaluation",97163,51.02
State - Coalinga State Hospital,"Physical Therapy, Evaluation",97162,51.02
State - Coalinga State Hospital,"Physical Therapy, Evaluation",97161,51.02
State - Metropolitan State Hospital,"CT Scan, Abdomen, with contrast",74160,55.3
State - Metropolitan State Hospital,"Troponin, Quantitative",84484,2.3
State - Metropolitan State Hospital,"Urinalysis, without microscopy",81002,13.8
State - Metropolitan State Hospital,"Urinalysis, with microscopy",81001,9.2
State - Metropolitan State Hospital,"CT Scan, Head or Brain, without contrast",70450,55.3
State - Metropolitan State Hospital,"CT Scan, Pelvis, with contrast",72193,55.3
State - Metropolitan State Hospital,"Mammography, Screening, Bilateral",77067,85.16
State - Metropolitan State Hospital,"MRI, Brain, without contrast, followed by contrast",70553,55.3
State - Metropolitan State Hospital,"Ultrasound, Abdomen, Complete",76700,718.9
State - Metropolitan State Hospital,"X-Ray, Lower Back, minimum four views",72110,409.22
State - Metropolitan State Hospital,Thyroid Stimulating Hormone,84443,92
State - Metropolitan State Hospital,"X-Ray, Chest, two views",71046,53.64
State - Metropolitan State Hospital,"Echocardiography, Transthoracic, complete",93307,17.16
State - Metropolitan State Hospital,"Electrocardiogram, routine, with interpretation and report",93000,137.28
State - Metropolitan State Hospital,"Inhalation Treatment, pressurized or nonpressurized",94640,1
State - Metropolitan State Hospital,"Physical Therapy, Gait Training",97116,278.97
State - Metropolitan State Hospital,"Physical Therapy, Therapeutic Exercise",97110,278.97
State - Metropolitan State Hospital,"Ultrasound, OB, 14 weeks or more, transabdominal",76805,718.9
State - Metropolitan State Hospital,Prothrombin Time,85610,25.3
State - Metropolitan State Hospital,Partial Thromboplastin Time,85730,32.2
State - Metropolitan State Hospital,Lipid Panel,80061,34.5
State - Metropolitan State Hospital,"Physical Therapy, Evaluation",97163,146.05
State - Metropolitan State Hospital,"Physical Therapy, Evaluation",97162,146.05
State - Metropolitan State Hospital,"Physical Therapy, Evaluation",97161,146.05
State - Metropolitan State Hospital,"Emergency Room Visit, Level 2 (low to moderate severity)",99282,396.46
State - Metropolitan State Hospital,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,594.69
State - Metropolitan State Hospital,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,693.81
State - Metropolitan State Hospital,"Outpatient Visit, established patient, 15 minutes",99213,25.69
State - Metropolitan State Hospital,"Emergency Room Visit, Level 3 (moderate severity)",99283,495.58
State - Metropolitan State Hospital,"Blood Gas Analysis, including 02 saturation",82805,2.3
State - Metropolitan State Hospital,"Complete Blood Count, automated",85027,25.3
State - Metropolitan State Hospital,"Complete Blood Count, with differential WBC, automated",85025,43.24
State - Metropolitan State Hospital,Comprehensive Metabolic Panel,80053,46
State - Metropolitan State Hospital,"Creatine Kinase (CK), (CPK), Total",82550,36.8
State - Metropolitan State Hospital,Basic Metabolic Panel,80048,23
State - Napa State Hospital,Comprehensive Metabolic Panel,80053,20.4
State - Napa State Hospital,"Blood Gas Analysis, including 02 saturation",82805,1.02
State - Napa State Hospital,"Creatine Kinase (CK), (CPK), Total",82550,16.32
State - Napa State Hospital,Lipid Panel,80061,15.3
State - Napa State Hospital,Partial Thromboplastin Time,85730,14.28
State - Napa State Hospital,"Complete Blood Count, with differential WBC, automated",85025,19.18
State - Napa State Hospital,"Complete Blood Count, automated",85027,11.22
State - Napa State Hospital,Basic Metabolic Panel,80048,10.2
State - Napa State Hospital,"Urinalysis, without microscopy",81002,6.1
State - Napa State Hospital,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,350.88
State - Napa State Hospital,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,300.75
State - Napa State Hospital,"Emergency Room Visit, Level 3 (moderate severity)",99283,250.63
State - Napa State Hospital,"Emergency Room Visit, Level 2 (low to moderate severity)",99282,200.5
State - Napa State Hospital,Prothrombin Time,85610,11.22
State - Napa State Hospital,"Physical Therapy, Evaluation",97161,115.9
State - Napa State Hospital,"Physical Therapy, Evaluation",97162,115.9
State - Napa State Hospital,"Physical Therapy, Evaluation",97163,115.9
State - Napa State Hospital,"Outpatient Visit, established patient, 15 minutes",99213,462.85
State - Napa State Hospital,"Troponin, Quantitative",84484,1.02
State - Napa State Hospital,Thyroid Stimulating Hormone,84443,40.8
State - Napa State Hospital,"Echocardiography, Transthoracic, complete",93307,35.03
State - Napa State Hospital,"Physical Therapy, Therapeutic Exercise",97110,221.39
State - Napa State Hospital,"Physical Therapy, Gait Training",97116,221.39
State - Napa State Hospital,"Inhalation Treatment, pressurized or nonpressurized",94640,1
State - Napa State Hospital,"Electrocardiogram, routine, with interpretation and report",93000,280.24
State - Napa State Hospital,"X-Ray, Chest, two views",71046,64.5
State - Napa State Hospital,"X-Ray, Lower Back, minimum four views",72110,468
State - Napa State Hospital,"Urinalysis, with microscopy",81001,4.08
State - Napa State Hospital,"Ultrasound, OB, 14 weeks or more, transabdominal",76805,822.2
State - Napa State Hospital,"MRI, Brain, without contrast, followed by contrast",70553,63.2
State - Napa State Hospital,"Mammography, Screening, Bilateral",77067,97.4
State - Napa State Hospital,"CT Scan, Pelvis, with contrast",72193,63.25
State - Napa State Hospital,"CT Scan, Head or Brain, without contrast",70450,63.2
State - Napa State Hospital,"CT Scan, Abdomen, with contrast",74160,63.25
State - Napa State Hospital,"Ultrasound, Abdomen, Complete",76700,822.2
State - Patton State Hospital,"MRI, Brain, without contrast, followed by contrast",70553,26.55
State - Patton State Hospital,"Ultrasound, Abdomen, Complete",76700,345.15
State - Patton State Hospital,"Mammography, Screening, Bilateral",77067,40.09
State - Patton State Hospital,"Troponin, Quantitative",84484,1.38
State - Patton State Hospital,"Ultrasound, OB, 14 weeks or more, transabdominal",76805,345.15
State - Patton State Hospital,"CT Scan, Head or Brain, without contrast",70450,26.55
State - Patton State Hospital,"CT Scan, Pelvis, with contrast",72193,26.55
State - Patton State Hospital,"X-Ray, Lower Back, minimum four views",72110,196.47
State - Patton State Hospital,"Physical Therapy, Evaluation",97162,46.24
State - Patton State Hospital,"Echocardiography, Transthoracic, complete",93307,8.41
State - Patton State Hospital,"Electrocardiogram, routine, with interpretation and report",93000,67.28
State - Patton State Hospital,"Inhalation Treatment, pressurized or nonpressurized",94640,1
State - Patton State Hospital,"Physical Therapy, Gait Training",97116,88.33
State - Patton State Hospital,"Physical Therapy, Therapeutic Exercise",97110,88.33
State - Patton State Hospital,"Physical Therapy, Evaluation",97163,46.24
State - Patton State Hospital,"Physical Therapy, Evaluation",97161,46.24
State - Patton State Hospital,"X-Ray, Chest, two views",71046,23.89
State - Patton State Hospital,"CT Scan, Abdomen, with contrast",74160,26.55
State - Patton State Hospital,"Creatine Kinase (CK), (CPK), Total",82550,22.08
State - Patton State Hospital,"Urinalysis, without microscopy",81002,8.28
State - Patton State Hospital,"Emergency Room Visit, Level 2 (low to moderate severity)",99282,387.18
State - Patton State Hospital,"Emergency Room Visit, Level 3 (moderate severity)",99283,483.98
State - Patton State Hospital,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,580.77
State - Patton State Hospital,"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,677.57
State - Patton State Hospital,"Outpatient Visit, established patient, 15 minutes",99213,471.17
State - Patton State Hospital,Basic Metabolic Panel,80048,13.8
State - Patton State Hospital,"Urinalysis, with microscopy",81001,5.52
State - Patton State Hospital,"Blood Gas Analysis, including 02 saturation",82805,1.38
State - Patton State Hospital,"Complete Blood Count, with differential WBC, automated",85025,25.94
State - Patton State Hospital,Comprehensive Metabolic Panel,80053,27.6
State - Patton State Hospital,Lipid Panel,80061,20.7
State - Patton State Hospital,Partial Thromboplastin Time,85730,19.32
State - Patton State Hospital,Prothrombin Time,85610,15.18
State - Patton State Hospital,Thyroid Stimulating Hormone,84443,55.2
State - Patton State Hospital,"Complete Blood Count, automated",85027,15.18
Sutter Amador Hospital,Thyroid Stimulating Hormone,84443,185
Sutter Amador Hospital,Partial Thromboplastin Time,85730,159
Sutter Amador Hospital,"Troponin, Quantitative",84484,311
Sutter Amador Hospital,"Blood Gas Analysis, including 02 saturation",82805,665
Sutter Amador Hospital,Prothrombin Time,85610,77
Sutter Amador Hospital,Lipid Panel,80061,224
Sutter Amador Hospital,Comprehensive Metabolic Panel,80053,198
Sutter Amador Hospital,Basic Metabolic Panel,80048,170
Sutter Amador Hospital,"Emergency Room Visit, Level 4 ",99284,2846
