facility_desc,site_address1,site_address2,site_city,site_zip,site_x_coordinate,site_y_coordinate,oshpd_id,license_type_desc,license_category_desc,license_number,facility_level_desc,er_service_level_desc,licensed_beds,facility_status_desc,financial_facility_count,consolidated_facility_desc_pipe,consolidated_facility_desc_comma,period_begin_date,period_end_date,net_pat_rev_medicare_traditional_ip,net_pat_rev_medicare_managed_ip,net_pat_rev_medi_cal_traditional_ip,net_pat_rev_medi_cal_managed_ip,net_pat_rev_county_indigent_traditional_ip,net_pat_rev_county_indigent_managed_ip,net_pat_rev_third_party_traditional_ip,net_pat_rev_third_party_managed_ip,net_pat_rev_other_indigent_ip,net_pat_rev_other_payer_ip,net_pat_rev_total_ip,net_pat_rev_medicare_traditional_op,net_pat_rev_medicare_managed_op,net_pat_rev_medi_cal_traditional_op,net_pat_rev_medi_cal_managed_op,net_pat_rev_county_indigent_traditional_op,net_pat_rev_county_indigent_managed_op,net_pat_rev_third_party_traditional_op,net_pat_rev_third_party_managed_op,net_pat_rev_other_indigent_op,net_pat_rev_other_payer_op,net_pat_rev_total_op,payer_mix_medicare_traditional_ip,payer_mix_medicare_traditional_ip_state,payer_mix_medicare_managed_ip,payer_mix_medicare_managed_ip_state,payer_mix_medi_cal_traditional_ip,payer_mix_medi_cal_traditional_ip_state,payer_mix_medi_cal_managed_ip,payer_mix_medi_cal_managed_ip_state,payer_mix_county_indigent_traditional_ip,payer_mix_county_indigent_traditional_ip_state,payer_mix_county_indigent_managed_ip,payer_mix_county_indigent_managed_ip_state,payer_mix_third_party_traditional_ip,payer_mix_third_party_traditional_ip_state,payer_mix_third_party_managed_ip,payer_mix_third_party_managed_ip_state,payer_mix_other_indigent_ip,payer_mix_other_indigent_ip_state,payer_mix_other_payer_ip,payer_mix_other_payer_ip_state,payer_mix_medicare_traditional_op,payer_mix_medicare_traditional_op_state,payer_mix_medicare_managed_op,payer_mix_medicare_managed_op_state,payer_mix_medi_cal_traditional_op,payer_mix_medi_cal_traditional_op_state,payer_mix_medi_cal_managed_op,payer_mix_medi_cal_managed_op_state,payer_mix_county_indigent_traditional_op,payer_mix_county_indigent_traditional_op_state,payer_mix_county_indigent_managed_op,payer_mix_county_indigent_managed_op_state,payer_mix_third_party_traditional_op,payer_mix_third_party_traditional_op_state,payer_mix_third_party_managed_op,payer_mix_third_party_managed_op_state,payer_mix_other_indigent_op,payer_mix_other_indigent_op_state,payer_mix_other_payer_op,payer_mix_other_payer_op_state,avg_stay_medicare_traditional,avg_stay_medicare_managed,avg_stay_medi_cal_traditional,avg_stay_medi_cal_managed,avg_stay_county_indigent_traditional,avg_stay_county_indigent_managed,avg_stay_third_party_traditional,avg_stay_third_party_managed,avg_stay_other_indigent_total,avg_stay_other_payer_total,avg_stay_total,active_projects,active_project_costs,active_projects_state,active_project_costs_state,spc_1,spc_2,spc_3,spc_4,spc_5,spc_1_state,spc_2_state,spc_3_state,spc_4_state,spc_5_state,sysdate
DEVOTED HOME HEALTH,1102 SAN FERNANDO RD,STE 201,SAN FERNANDO,91340,-118.44183,34.28299,406192143,Home Health Agency/Hospice,Home Health Agency,550004785,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"DIGNIFIED HOME HEALTH CARE, INC.",14547 TITUS ST,STE 208,PANORAMA CITY,91402,-118.45017,34.21974,406192134,Home Health Agency/Hospice,Home Health Agency,550005134,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"E.D.A  HOME HEALTH CARE, INC.",6454 VAN NUYS BLVD,STE 31,VAN NUYS,91401,-118.44845,34.18779,406192362,Home Health Agency/Hospice,Home Health Agency,550004933,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ELEGANT HOME HEALTH CARE, INC.",3857 FOOTHILL BLVD,STE 18,LA CRESCENTA,91214,-118.26364,34.2389,406192120,Home Health Agency/Hospice,Home Health Agency,550004788,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ELITE CARE HOME HEALTH SERVICES, INC.",225 E BROADWAY,STE B114,GLENDALE,91205,-118.25295,34.14658,406192093,Home Health Agency/Hospice,Home Health Agency,550005164,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ELYSIUM HOSPICE CARE, INC.",717 BREA CANYON RD.,STE 3,WALNUT,91789,-117.84659,34.00498,406192099,Home Health Agency/Hospice,Hospice,550003459,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
EMO HOME HEALTHCARE INC,1264 S WATERMAN AVE,STE 48,SAN BERNARDINO,92408,-117.27885,34.07852,406362200,Home Health Agency/Hospice,Home Health Agency,550005122,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ENERGY WORKERS HEALTHCARE,7567 AMADOR VALLEY BLVD,STE 307,DUBLIN,94568,-121.93061,37.70913,406012103,Home Health Agency/Hospice,Home Health Agency,550005181,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ESSENTIAL HOSPICE CARE,7200 VINELAND AVE,STE 211,SUN VALLEY,91352,-118.37029,34.20168,406192225,Home Health Agency/Hospice,Hospice,550003727,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"EXCELLENCY HOME HEALTH CARE, INC",7502 FOOTHILL BLVD,STE 201,TUJUNGA,91042,-118.29595,34.25269,406192198,Home Health Agency/Hospice,Home Health Agency,550005201,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"FACE 2 FACE HOME HEALTH, INC.",6501 FOOTHILL BLVD,STE 203A,TUJUNGA,91042,-118.27348,34.245,406192052,Home Health Agency/Hospice,Home Health Agency,550005102,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
FAITH & LIFE HOSPICE INC.,450 N BRAND BLVD,STE 660-C,GLENDALE,91203,-118.255,34.15235,406192197,Home Health Agency/Hospice,Hospice,550005212,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"FARALLON HOME HEALTH CARE, LLC",1090 LA PLAYA DR,STE 288,HAYWARD,94545,-122.10557,37.64784,406012087,Home Health Agency/Hospice,Home Health Agency,550001672,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"FAST AID HOME CARE, INC.",7018 OWENSMOUTH AVE,STE 205,CANOGA PARK,91303,-118.60152,34.19789,406192159,Home Health Agency/Hospice,Home Health Agency,550004854,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
FAST CARE HOME HEALTH INC,12125 VANOWEN ST,STE 3,NORTH HOLLYWOOD,91605,-118.39747,34.1942,406192160,Home Health Agency/Hospice,Home Health Agency,550004853,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"FAST RECOVERY HOME HEALTH CARE, INC.",127 S BRAND BLVD,STE 304,GLENDALE,91204,-118.2551,34.1451,406192117,Home Health Agency/Hospice,Home Health Agency,550004789,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
FIRST AID HEALTH CARE INC,869 E FOOTHILL BLVD,UNIT K STE B,UPLAND,91786,-117.63935,34.10829,406362208,Home Health Agency/Hospice,Home Health Agency,550005243,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"FIRST AID HOSPICE, INC.",401 N. BRAND BLVD.,STE 262,GLENDALE,91203,-118.25518,34.15178,406192220,Home Health Agency/Hospice,Hospice,550004977,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"GAMMA HOSPICE, INC.",433 W COLORADO ST,SUITE A,GLENDALE,91204,-118.3264,33.83131,406192238,Home Health Agency/Hospice,Hospice,550005262,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GENTLE CARING HANDS INC,14545 FRIAR ST,STE 107,VAN NUYS,91411,-118.45034,34.1857,406192129,Home Health Agency/Hospice,Home Health Agency,550005129,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GOLDEN AGES PALLIATIVE AND HOSPICE CARE INC.,650 COMMERCE AVE,STE A,PALMDALE,93551,-118.14102,34.58955,406192187,Home Health Agency/Hospice,Hospice,550005170,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GOLDEN HOSPICE CARE INC,14545 FRIAR ST,STE 138,VAN NUYS,91411,-118.45034,34.1857,406192354,Home Health Agency/Hospice,Hospice,550005258,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GOLDEN LIFE HOSPICE INC,12011 VICTORY BLVD,STE 207,NORTH HOLLYWOOD,91606,-118.39489,34.18671,406192215,Home Health Agency/Hospice,Hospice,550005169,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"GOLDEN SEASONS HOSPICE, INC.",10523 BURBANK BLVD.,STE 103,NORTH HOLLYWOOD,91601,-118.36019,34.17217,406192047,Home Health Agency/Hospice,Hospice,550005150,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"GOLDEN TOUCH HOME HEALTH, INC.",14545 FRIAR ST,STE 112,VAN NUYS,91411,-118.45034,34.1857,406192205,Home Health Agency/Hospice,Home Health Agency,550005247,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GOOD CHOICE HOSPICE CARE,17050 CHATSWORTH ST,STE 223,GRANADA HILLS,91344,-118.50399,34.26404,406192218,Home Health Agency/Hospice,Hospice,550005168,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"GOOD EARTH HOME HEALTH, INC.",13609 VICTORY BLVD,STE 229,VAN NUYS,91401,-118.42936,34.18684,406192118,Home Health Agency/Hospice,Home Health Agency,550005123,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GOOD GRACE HOSPICE CARE INC.,1110 N. BRAND BLVD.,STE 303,GLENDALE,91202,-118.25503,34.16188,406192063,Home Health Agency/Hospice,Hospice,550004860,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GRAVATIS HOME HEALTH CARE INC,427 S VICTORY BLVD,STE B,BURBANK,91502,-118.3143,34.16995,406192364,Home Health Agency/Hospice,Home Health Agency,550005042,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"H & R HOME HEALTH SERVICES, INC.",511 E HARVARD ST,UNIT 7,GLENDALE,91205,-118.24957,34.14449,406192136,Home Health Agency/Hospice,Home Health Agency,550005136,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"HEALTH AND HOPE HOME HEALTH, INC.",9837 FOLSOM BLVD,STE D,SACRAMENTO,95827,-121.33067,38.57573,406342227,Home Health Agency/Hospice,Home Health Agency,550004850,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
HEALTH PATH HOME CARE INC,5311 TOPANGA CANYON BLVD,STE 308A,WOODLAND HILLS,91364,-118.60594,34.16636,406192091,Home Health Agency/Hospice,Home Health Agency,550005160,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
HEALTHFLEX HOME HEALTH SERVICES,1633 BAYSHORE HWY,STE 310,BURLINGAME,94010,-122.36954,37.59944,406412141,Home Health Agency/Hospice,Home Health Agency,550002283,Branch,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"HELLEN'S HOME HEALTH CARE, INC",1400 COLORADO BLVD,STE C,EAGLE ROCK,90041,-118.19461,34.13932,406192139,Home Health Agency/Hospice,Home Health Agency,550005138,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
HELPING HANDS HOSPICE CARE GROUP INC,2221 W OLIVE AVE,STE E,BURBANK,91506,-118.3276,34.16313,406192080,Home Health Agency/Hospice,Hospice,550005113,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"HOLISTIC HOSPICE CARE SERVICES, INC.",1616 VICTORY BLVD,STE 202,GLENDALE,91201,-118.29894,34.16021,406192230,Home Health Agency/Hospice,Hospice,550005226,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"HONEST HOME HEALTH, INC.",18570 SHERMAN WAY,STE G,RESEDA,91335,-118.53843,34.20102,406192240,Home Health Agency/Hospice,Home Health Agency,550004815,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"HOSPITALITY HOSPICE CARE, INC.",1420 E. LOS ANGELES AVE.,STE 204A,SIMI VALLEY,93065,-118.77136,34.27163,406562147,Home Health Agency/Hospice,Hospice,550005167,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"HVA HOME HEALTH CARE, INC.",6360 VAN NUYS BLVD,STE 172,VAN NUYS,91401,-118.4487,34.18604,406192095,Home Health Agency/Hospice,Home Health Agency,550005187,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
IMPERATIVE HOSPICE CARE INC,14126 SHERMAN WAY,STE 200,VAN NUYS,91405,-118.44095,34.20119,406192176,Home Health Agency/Hospice,Hospice,550005218,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
IN TOUCH HOSPICE CARE INC,34 E LIVE OAK AVE,STE B,ARCADIA,91006,-118.02911,34.10748,406192210,Home Health Agency/Hospice,Hospice,550005249,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"INSTANT HOME CARE, INC.",6829 LANKERSHIM BLVD,STE 205,NORTH HOLLYWOOD,91605,-118.38782,34.19475,406192135,Home Health Agency/Hospice,Home Health Agency,550005135,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"IVS HOSPICE, INC.",7034 VAN NUYS BLVD,STE F,VAN NUYS,91405,-118.44788,34.1982,406192043,Home Health Agency/Hospice,Hospice,550005146,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
JWM HOSPICE CARE,41593 WINCHESTER RD.,STE 200,TEMECULA,92590,-117.16653,33.52087,406332224,Home Health Agency/Hospice,Hospice,550004334,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"LA HOSPICE CENTER, INC.",13609 VICTORY BLVD,STE 209,VAN NUYS,91401,-118.42936,34.18671,406192201,Home Health Agency/Hospice,Hospice,550005173,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"LA HOSPICE SERVICES, INC.",5300 SANTA MONICA BLVD,STE 301A,LOS ANGELES,90029,-118.30528,34.09065,406192145,Home Health Agency/Hospice,Hospice,550004857,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LAKESHORE HOSPICE,232 N LAKE AVE,STE 223,PASADENA,91101,-118.13235,34.15001,406192252,Home Health Agency/Hospice,Hospice,55005257,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LED HOSPICE CARE,8741 VAN NUYS BLVD,STE 204,PANORAMA CITY,91402,-118.45024,34.22856,406192250,Home Health Agency/Hospice,Hospice,550005255,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"LEGACY CARE HOME HEALTH, INC.",1701 N PALM CANYON DR,STE 7B,PALM SPRINGS,92262,-116.54679,33.84511,406332213,Home Health Agency/Hospice,Home Health Agency,550005241,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LENITY HOME CARE LLC,1701 WESTWIND DR,STE 113,BAKERSFIELD,93301,-119.04358,35.37415,406152229,Home Health Agency/Hospice,Home Health Agency,550004813,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LENUS CARE LLC,1707 EYE ST,STE 109,BAKERSFIELD,93301,-119.02006,35.37464,406152228,Home Health Agency/Hospice,Hospice,550005223,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LIFE & LOVE HOSPICE CARE GROUP,11120 BURBANK BLVD,STE E,NORTH HOLLYWOOD,91601,-118.37321,34.17199,406192071,Home Health Agency/Hospice,Hospice,550005114,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"LIFE TO LIFE HOSPICE CARE, INC.",16442 VANOWEN ST,STE B,LAKE BALBOA,91406,-118.49171,34.19389,406192193,Home Health Agency/Hospice,Hospice,550005208,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
